datetime,line,station,enter_04_05,exit_04_05,enter_05_06,exit_05_06,enter_06_07,exit_06_07,enter_07_08,exit_07_08,enter_08_09,exit_08_09,enter_09_10,exit_09_10,enter_10_11,exit_10_11,enter_11_12,exit_11_12,enter_12_13,exit_12_13,enter_13_14,exit_13_14,enter_14_15,exit_14_15,enter_15_16,exit_15_16,enter_16_17,exit_16_17,enter_17_18,exit_17_18,enter_18_19,exit_18_19,enter_19_20,exit_19_20,enter_20_21,exit_20_21,enter_21_22,exit_21_22,enter_22_23,exit_22_23,enter_23_24,exit_23_24,enter_00_01,exit_00_01,enter_01_02,exit_01_02,enter_02_03,exit_02_03,enter_03_04,exit_03_04,updated,ID,gu_x,gu_y,gu
202009,8호선,문정,7,0,1996,2664,5732,9558,17911,40335,25000,140681,15566,70885,11317,22115,12184,12500,13502,12788,15917,15111,18340,13082,21575,14462,25528,15087,58332,18180,103206,25358,38972,20668,23627,11062,21131,9643,12229,7618,3467,4050,1,96,0,0,0,0,0,0,20201003,8호선문정,송파구,송파구,송파구
202009,8호선,복정,3,0,3435,2157,8838,8190,24967,10424,32004,16207,18515,8643,9287,5933,7811,6088,8333,7603,8437,6496,8260,7435,9465,9054,11264,10476,18012,15961,21396,27095,13047,19678,7997,12051,6035,10443,5323,7815,1688,3414,12,398,0,0,0,0,0,0,20201003,8호선복정,송파구,송파구,송파구
202009,8호선,석촌,0,0,3169,547,5043,3330,13720,6810,19050,19049,10592,14549,7346,7967,7311,8365,7840,9162,8215,9246,8130,9583,8642,10982,9512,11134,12062,16060,16581,22355,9106,16474,7199,9132,6788,8330,5029,5763,1829,3586,5,394,0,0,0,0,0,0,20201003,8호선석촌,송파구,송파구,송파구
202009,8호선,송파,2,0,2457,571,7639,3966,23235,9533,27016,16432,14720,8607,8822,6101,8220,6086,8718,6454,9099,7578,8387,7634,10124,8593,11142,10524,10538,14451,13966,24589,7026,19291,4982,10227,4037,9345,2986,6337,1103,3937,4,477,0,0,0,0,0,0,20201003,8호선송파,송파구,송파구,송파구
202009,8호선,암사,20,0,13195,967,22174,5129,67724,7818,85977,15988,41014,11578,20732,9614,17640,10755,18205,13250,18107,13127,16097,15596,15016,20381,16020,23064,17491,34935,18802,61828,10962,48429,8324,26674,7060,26189,4482,17672,1612,9851,1,1327,0,0,0,0,0,0,20201003,8호선암사,강동구,강동구,강동구
202009,8호선,잠실,9,1,1219,1802,3471,7690,6838,22997,10936,61513,8225,32269,7190,16436,9170,16685,10480,17864,12691,18654,15062,18346,18758,19574,22162,18772,32781,22283,51469,28064,28763,16200,25423,8510,20854,6345,13299,3825,4000,2226,7,340,0,0,0,0,0,0,20201003,8호선잠실,송파구,송파구,송파구
202009,8호선,장지,5,0,4407,2013,13494,9163,38722,21389,43730,41386,22762,31057,13530,17049,12959,15595,15173,17494,15700,15578,15555,16823,17672,19862,22558,21531,30119,27022,40510,43106,25786,29273,19743,16361,17399,13570,11860,10526,2796,6363,0,57,0,0,0,0,0,0,20201003,8호선장지,송파구,송파구,송파구
202009,8호선,천호,23,0,10372,1519,15645,9550,36724,13035,49586,23443,28261,21373,15720,14573,14778,14562,15805,16372,16474,17715,16034,18251,16616,23152,18249,26755,22323,35245,25267,56544,16969,41354,15267,22233,11671,20861,7510,13916,2943,8250,12,1285,0,0,0,0,0,0,20201003,8호선천호,강동구,강동구,강동구
202009,9호선,가양,39,0,12851,1686,20376,8897,58751,19799,58535,34966,31570,21732,21600,12964,21663,14361,22198,14743,20882,16923,19385,18571,21320,20800,24471,25044,29004,31820,35291,56149,17520,49681,11926,27530,10311,25893,6290,18985,1817,11994,2,563,0,0,0,0,0,0,20201003,9호선가양,강서구,강서구,강서구
202009,9호선,개화,21,1,1790,330,4555,2379,9933,3074,6856,4975,3062,2295,2036,1624,1876,1978,1937,1994,1951,1789,2128,1705,2279,2154,3216,1918,4474,2764,6102,4585,2751,4421,1539,2433,1615,1860,472,1394,192,734,0,77,0,0,1,0,0,0,20201003,9호선개화,강서구,강서구,강서구
202009,9호선,고속터미널,9,0,1635,938,3989,9827,11656,15069,15341,21311,10900,21283,8760,19063,10140,18794,12098,20112,12801,22040,13918,21378,16089,23219,18849,22936,22139,26898,24067,33539,20768,22151,18618,13206,14296,10865,11125,7618,3609,4172,2,46,0,0,0,0,0,0,20201003,9호선고속터미널,서초구,서초구,서초구
202009,9호선,공항시장,0,0,2749,119,3953,1001,7551,1713,7800,3398,4635,2432,3590,2668,3443,2805,3677,2821,3600,3059,3339,3478,3467,4229,3279,4808,3475,6036,3213,8539,2220,8393,1802,5162,1587,4095,991,3310,380,2342,0,217,0,0,0,0,0,0,20201003,9호선공항시장,강서구,강서구,강서구
202009,9호선,구반포,4,0,450,206,1452,1579,3378,3000,4397,6216,2913,3995,2331,2980,2237,2897,2784,3111,3169,3384,3270,3162,3503,3461,4242,3371,5099,4304,7263,6216,3811,4331,2888,2330,2393,2020,1603,1590,389,1261,0,51,0,0,0,0,0,0,20201003,9호선구반포,서초구,서초구,서초구
202009,9호선,국회의사당,2,0,699,1265,1198,6959,3019,36417,4579,123851,4065,52986,4791,15673,7607,10958,7844,9799,9763,10876,12980,8535,15271,7209,18609,6643,50944,7575,94281,7352,32466,4711,18739,2645,16428,2381,9131,1592,2545,1032,1,9,0,0,0,0,0,0,20201003,9호선국회의사당,영등포구,영등포구,영등포구
202009,9호선,김포공항,24,0,1319,1117,3004,7668,6766,13514,7893,18254,6787,15112,6803,13863,7682,14831,7651,16073,9658,19089,10392,16135,11222,14302,10328,18452,14611,20404,16139,22737,12933,14470,11616,5743,12044,3136,7670,2110,635,1074,20,511,0,0,0,0,0,0,20201003,9호선김포공항,강서구,강서구,강서구
202009,9호선,노들,14,3,3099,196,4344,1235,13432,1766,16824,3214,9085,2529,5835,2565,4763,2711,4667,3161,5082,3558,4722,3782,4246,5597,4614,5610,5067,8162,5062,13809,3219,10234,2275,5726,2054,5508,1558,4081,524,2613,0,21,0,0,0,0,0,0,20201003,9호선노들,동작구,동작구,동작구
202009,9호선,노량진,305,2,14037,1647,20406,10023,50688,22537,72040,44164,39670,23577,23846,18032,22523,17949,24430,22894,26269,24475,24485,22586,24550,27869,27493,30683,33312,45444,43866,68145,22989,47946,20403,29567,19308,29519,17366,22536,5500,14964,7,458,0,0,0,0,0,0,20201003,9호선노량진,동작구,동작구,동작구
202009,9호선,당산,21,0,7013,1110,13820,5555,39494,13469,45750,35591,26571,20209,17117,12128,16702,12505,18662,13686,18264,15080,17552,15456,17779,17408,19491,20848,26963,32691,39610,52229,20725,39045,15919,23819,14592,21624,10325,16907,4019,11424,1,411,0,0,0,0,0,0,20201003,9호선당산,영등포구,영등포구,영등포구
202009,9호선,동작,7,1,817,166,1375,1535,3982,1395,5012,2461,2882,1479,1767,1201,1672,1339,1885,1302,2038,1349,1941,1421,1931,1370,2531,1546,2621,2291,3564,3789,1776,2706,1467,1557,1185,1501,872,1254,341,710,0,861,0,0,0,0,0,0,20201003,9호선동작,동작구,동작구,동작구
202009,9호선,등촌,2,0,4384,790,11432,3544,32138,6220,38456,15080,17139,9072,11968,7279,11307,7959,11920,8977,11515,9854,10969,10285,11403,13315,12043,14679,12350,20601,15518,33198,7464,28428,5637,14916,4965,12325,3249,9521,1124,5968,0,10,0,0,0,0,0,0,20201003,9호선등촌,강서구,강서구,강서구
202009,9호선,마곡나루,0,1,3065,808,7557,5279,22306,9040,22470,30746,10653,16928,7439,8257,7543,6986,8777,7662,9138,8092,8961,8553,10407,9154,12980,10412,20137,16003,29106,26382,13884,22807,10538,13196,10629,10713,7255,9237,2955,6043,39,409,0,0,0,0,0,0,20201003,9호선마곡나루,강서구,강서구,강서구
202009,9호선,사평,7,0,716,195,2150,2481,7135,3906,7052,5689,4160,2842,2773,1929,2696,2246,3121,2697,3240,2999,3265,3031,3536,3053,5128,3758,5565,5121,5667,7891,3512,6148,1978,3162,1345,2792,1037,1958,375,1248,0,1,0,0,0,0,0,0,20201003,9호선사평,서초구,서초구,서초구
202009,9호선,샛강,14,0,772,750,1587,3843,3353,13036,4651,26076,3302,11817,3205,5662,3513,4768,3773,4252,4631,4513,5242,4929,6113,4049,8208,4672,14742,5705,22314,8322,8906,5271,5791,3136,5750,2395,3456,1739,1521,1065,0,14,0,0,0,0,0,0,20201003,9호선샛강,영등포구,영등포구,영등포구
202009,9호선,선유도,8,0,1435,982,4159,4791,15474,9621,16710,29922,7394,13407,4874,5149,4895,5008,5758,4870,5983,5873,6207,6211,7295,6508,9337,7015,15081,9343,27182,15830,10913,12404,6206,6182,5271,5240,3663,3879,1201,2298,0,37,0,0,0,0,0,0,20201003,9호선선유도,영등포구,영등포구,영등포구
202009,9호선,신논현,7,0,3065,1526,10193,13516,25049,39028,32773,76993,21949,78046,17186,42997,19993,30043,24291,29225,26682,33888,29572,31648,35297,31180,42526,33225,63895,41909,89550,64342,63879,40683,46252,20377,46096,16996,32289,12508,11632,7066,6,704,0,0,0,0,0,0,20201003,9호선신논현,강남구,강남구,강남구
202009,9호선,신목동,1,0,1475,293,4621,1700,14554,2496,14196,4637,6450,2227,3763,1720,3123,2062,3423,2333,3291,2680,3090,2729,3300,3127,4154,4259,4625,6109,4892,11602,2279,9585,1606,5268,1557,4996,1345,3594,364,2306,0,53,0,0,0,0,0,0,20201003,9호선신목동,양천구,양천구,양천구
202009,9호선,신반포,0,0,392,349,1467,3253,4213,5800,5234,7141,2977,4552,2369,2683,2215,2033,2551,2334,2840,3125,3183,2643,4209,3106,5806,3126,6913,3837,6743,5987,3801,4103,2395,2355,2189,2084,1521,1679,497,1003,0,15,0,0,0,0,0,0,20201003,9호선신반포,서초구,서초구,서초구
202009,9호선,신방화,2,0,4033,717,9625,2334,22637,4292,21278,9483,11323,4954,7500,4288,7040,4912,6873,5844,7273,5947,6771,5848,7371,8772,7638,8679,7264,11127,8323,20126,4521,17650,3611,9783,3124,9406,2132,6584,702,3991,0,96,0,0,0,0,0,0,20201003,9호선신방화,강서구,강서구,강서구
202009,9호선,양천향교,2,0,3835,799,7940,4889,23812,8922,23609,29214,12016,12856,8393,6535,8038,6786,9293,7254,8798,7173,8964,8299,10234,8171,11100,9439,15624,13425,24701,22852,10057,20798,5840,12734,5046,10345,3065,8554,1198,5889,4,56,0,0,0,0,0,0,20201003,9호선양천향교,강서구,강서구,강서구
202009,9호선,여의도,5,0,2261,1615,2979,17674,6717,100706,8435,119883,8252,47969,8816,17289,12781,14905,13179,14427,15362,15771,16960,13790,21555,12191,32791,11981,93043,13935,108598,17020,45487,11838,29362,6998,24982,5945,12860,4407,3322,2421,0,100,0,0,0,0,0,0,20201003,9호선여의도,영등포구,영등포구,영등포구
202009,9호선,염창,8,0,9475,511,21546,3986,59938,7024,66541,20200,33700,10361,18963,7772,15848,8329,16718,10681,15882,11040,13947,12494,13201,16330,14123,19895,17406,33907,21256,58299,11255,51392,8312,30261,7298,25844,4963,19902,1564,13655,4,336,0,0,0,0,0,0,20201003,9호선염창,강서구,강서구,강서구
202009,9호선,증미,0,0,1828,777,6167,2503,16832,6699,16302,29031,8279,10751,6692,6308,6995,5707,6916,6009,7407,6658,7306,6718,7785,8474,8783,7972,12419,9748,24965,17353,8286,15610,5047,7115,4566,6358,2779,4504,994,2694,0,90,0,0,0,0,0,0,20201003,9호선증미,강서구,강서구,강서구
202009,9호선,흑석,8,1,2845,824,4692,4422,13354,9717,17580,13374,11048,10675,8148,8062,8200,6898,8918,8291,9053,9353,9378,7867,10326,9756,11308,10427,16392,13886,13794,20890,7601,15012,6328,9734,5903,8431,5341,6509,1945,4108,0,10,0,0,0,0,0,0,20201003,9호선흑석,동작구,동작구,동작구
202009,9호선,둔촌오륜,1,0,79,161,634,1350,2445,2587,2861,2410,1234,635,817,527,1108,453,833,567,798,783,1284,699,1605,880,2721,897,1975,1395,1907,2078,979,1741,448,1047,429,918,257,850,72,493,0,5,0,0,0,0,0,0,20201003,9호선둔촌오륜,강동구,강동구,강동구
202009,9호선,봉은사,0,0,1193,1102,3978,9435,7693,27748,8009,72416,6347,47914,5954,18278,7892,14701,10073,14116,11890,14133,13524,13562,16388,11287,21394,11408,40940,13401,64748,14585,34281,10576,21542,5675,18937,5198,11607,3420,2888,1672,0,3,0,0,0,0,0,0,20201003,9호선봉은사,강남구,강남구,강남구
202009,9호선,삼성중앙,3,0,564,362,1983,3991,4059,12069,5005,33020,4022,23359,3527,8121,3914,4569,4595,4725,5268,5491,5903,4451,6990,5015,8937,4705,16876,6037,31842,8457,13716,6049,7756,3456,6349,3003,3910,2119,1282,1428,0,16,0,0,0,0,0,0,20201003,9호선삼성중앙,강남구,강남구,강남구
202009,9호선,삼전,4,0,3111,377,5315,2318,14799,3330,22760,8216,14424,5768,7214,4146,6054,4128,6432,4746,6742,5115,6121,5804,6187,6156,7155,7389,7624,11948,9811,19188,5651,17088,4429,9714,3504,8963,2913,7075,942,5234,0,151,0,0,0,0,0,0,20201003,9호선삼전,송파구,송파구,송파구
202009,9호선,석촌,2,0,2345,177,6777,1856,17457,3775,22569,7926,14035,7701,7650,5129,7020,5127,7621,5647,7911,6433,7405,5976,7564,6975,8917,8482,10232,11788,12059,20327,7549,17829,6380,9431,6158,9444,4916,7396,1501,3359,0,15,0,0,0,0,0,0,20201003,9호선석촌,송파구,송파구,송파구
202009,9호선,석촌고분,8,0,1967,268,4105,1771,11918,3334,19068,8951,12103,6313,6213,3816,5323,3571,5594,4241,5667,4667,5554,4754,5472,5953,6233,6534,7091,9390,9595,16755,5147,13695,3606,8681,3407,7666,2520,5424,875,3371,1,16,0,0,0,0,0,0,20201003,9호선석촌고분,송파구,송파구,송파구
202009,9호선,선정릉,2,0,858,777,3196,5152,6980,13773,7261,45179,5438,36893,4488,13747,5031,8680,6182,7755,7080,8486,7709,7970,9424,7132,12259,7420,21632,8908,40596,10618,23096,8439,12182,5151,10532,5207,7861,3970,2080,1867,0,27,0,0,0,0,0,0,20201003,9호선선정릉,강남구,강남구,강남구
202009,9호선,송파나루,0,0,1550,166,2800,1488,9427,2922,11977,7646,7658,5264,4189,3399,3925,3680,4022,3954,4359,4901,4280,4342,4496,5060,4554,6185,5616,8534,8184,13590,4571,11301,4185,4972,3972,4826,2835,3717,856,2417,0,2,0,0,0,0,0,0,20201003,9호선송파나루,송파구,송파구,송파구
202009,9호선,언주,8,1,1065,867,2062,6553,4884,15177,6639,47709,5755,33988,5786,14751,6746,7840,7804,7549,8069,8946,9597,8090,11307,7774,14511,7311,26944,8332,43447,9551,20925,7630,11233,4716,10245,4303,6819,2708,1920,1894,0,156,0,0,0,0,0,0,20201003,9호선언주,강남구,강남구,강남구
202009,9호선,올림픽공원,1,0,1088,308,5494,3856,11445,3799,13639,9259,8902,5412,4910,3802,4412,4082,4925,5045,5142,5349,4830,6050,5687,6024,7901,6580,11515,8969,12841,14269,5923,11677,3797,7836,3280,6929,2576,5832,736,2799,0,14,0,0,0,0,0,0,20201003,9호선올림픽공원,송파구,송파구,송파구
202009,9호선,종합운동장,1,0,938,176,2733,1720,7595,3793,8331,7740,5115,5460,3366,3359,3078,3071,3747,3278,3953,3748,3897,3557,4097,4077,5486,4341,6881,6475,9092,11083,5295,8173,4056,4676,4080,3891,3107,3024,1207,1835,0,9,0,0,0,0,0,0,20201003,9호선종합운동장,송파구,송파구,송파구
202009,9호선,중앙보훈병원,2,0,2088,426,9130,4335,28006,9397,28164,15855,16970,10012,12099,9818,11517,5987,10637,7916,7844,10043,11172,8375,12863,7921,11729,7395,15160,11175,10732,19975,4357,18675,2949,9461,2318,9047,1674,7473,481,3567,1,527,0,0,0,0,0,0,20201003,9호선중앙보훈병원,강동구,강동구,강동구
202009,9호선,한성백제,0,0,634,207,2049,988,5311,1403,6452,4518,3786,2572,2177,1660,1950,1686,2125,1904,2360,1908,2255,2282,2522,2278,3087,2590,3967,3432,5220,5604,2500,4784,1792,2749,1591,2281,1086,1678,318,1087,0,1,0,0,0,0,0,0,20201003,9호선한성백제,송파구,송파구,송파구
202009,경부선,가산디지털단지,1356,9,7780,2434,6510,10870,12639,46239,12377,129822,8860,64960,7591,18569,8251,12641,9999,11900,10998,13247,11678,12481,13591,12218,19419,14079,53675,18459,91876,22610,39058,16393,23343,10229,18219,10018,9771,7191,3359,4142,57,878,0,0,0,0,0,0,20201003,경부선가산디지털단지,금천구,금천구,금천구
202009,경부선,구로,12307,35,21756,4904,17909,11733,32110,31581,31644,73001,20169,39003,15780,21258,15816,17536,17149,17039,17384,17759,18752,17756,20854,20273,25453,22447,43138,31538,61074,38437,27154,27103,18071,17499,15356,17413,10035,11362,3553,8981,18,6844,0,0,0,0,0,0,20201003,경부선구로,구로구,구로구,구로구
202009,경부선,금천구청,803,8,10215,1559,16036,5114,38951,13768,35698,25659,19353,9455,12129,7226,10491,7042,11322,9078,10894,9740,10136,9991,10465,12510,11299,14757,13894,21143,22202,37736,10192,28448,7234,14895,6073,14904,3997,10143,1392,6288,22,559,0,0,0,0,0,0,20201003,경부선금천구청,금천구,금천구,금천구
202009,경부선,남영,104,1,2221,1193,3662,7432,9879,17921,12773,45125,8324,25815,6930,8777,7287,7858,8096,8420,8729,9007,10727,8265,11576,8375,14651,9014,21567,12275,41636,16860,15353,12036,10094,7163,9186,6502,6040,5233,2222,3152,7,125,0,0,0,0,0,0,20201003,경부선남영,용산구,용산구,용산구
202009,경부선,노량진,595,5,4325,1479,6007,3919,14933,7454,18694,13662,10502,8345,8364,6780,8499,6866,8930,8064,9650,8959,9719,8459,9840,10174,11142,11469,12967,17364,16062,28975,10173,17691,9119,10112,9196,9206,7730,6550,3103,4517,29,244,0,0,0,0,0,0,20201003,경부선노량진,동작구,동작구,동작구
202009,경부선,대방,483,4,5128,2237,9504,9997,25336,31655,31429,41670,17434,17616,12384,8407,11104,8292,11292,9296,11572,10644,11570,9841,13618,11185,15773,12896,27023,19262,39563,31460,15078,21516,9829,13912,8987,12706,5382,9323,1633,5522,13,472,0,0,0,0,0,0,20201003,경부선대방,영등포구,영등포구,영등포구
202009,경부선,독산,485,3,6226,3226,14270,13274,32683,35973,30312,87252,16061,38417,11760,14023,11417,9670,12848,11596,13088,11243,12748,10208,14390,12459,20543,13939,42689,19252,62711,33604,29917,27289,15234,14528,12143,15754,7116,10381,2018,5866,50,411,0,0,0,0,0,0,20201003,경부선독산,금천구,금천구,금천구
202009,경부선,서울역,3,1,31,178,33,1134,5240,2203,10685,2803,5962,1497,4326,1120,4877,740,5314,996,4851,1047,3133,1097,6175,1225,6984,1574,7099,2860,8621,4529,7213,2275,5337,1183,5427,875,3807,657,1566,141,7,6,0,0,0,0,0,0,20201003,경부선서울역,용산구,용산구,용산구
202009,경부선,신길,861,3,10388,2154,9553,5081,20293,14307,25477,24890,14772,9194,8904,5283,7863,5104,8051,5620,8792,6357,7864,6561,8958,7946,11961,8878,15903,13817,27357,19461,11204,13960,6349,9187,5837,9913,3648,6919,1322,4022,12,539,0,0,0,0,0,0,20201003,경부선신길,영등포구,영등포구,영등포구
202009,경부선,신도림,511,3,2141,660,3186,2077,8589,6685,9996,14330,5403,5564,3711,3725,3216,3221,3742,3419,3606,3419,3658,3456,3876,4174,4696,4598,7678,6917,13343,10663,5347,7372,4034,4028,3818,3798,2178,2652,929,1488,15,1127,0,0,0,0,0,0,20201003,경부선신도림,구로구,구로구,구로구
202009,경부선,영등포,4047,70,16174,5867,14278,19113,31551,51652,44069,104741,30772,76448,24350,53321,29800,48969,35090,49825,39350,53322,45298,51833,50800,54784,59633,55863,79146,64998,122528,86491,72931,55872,76689,28972,55986,22892,35806,15741,12800,8552,91,1816,0,0,0,0,0,0,20201003,경부선영등포,영등포구,영등포구,영등포구
202009,경부선,용산,432,18,3709,4741,4569,26146,15699,54482,20705,115507,20417,72067,16768,51451,25256,36854,24828,39861,31564,40365,32639,39375,45553,38208,52124,38010,79176,39984,114928,50597,68875,32366,56221,20488,49921,15514,28448,8599,11216,3623,337,782,0,0,0,0,0,0,20201003,경부선용산,용산구,용산구,용산구
202009,경원선,광운대,2163,17,5372,1244,11094,2641,28730,4562,26054,8830,13125,6713,9603,5845,8122,6895,8704,7071,8883,7564,8728,8288,8288,9618,8808,11062,9578,14380,8700,22136,5169,19758,4154,11706,3772,9195,2971,7271,1273,6149,71,2528,0,0,0,0,0,0,20201003,경원선광운대,노원구,노원구,노원구
202009,경원선,녹천,966,7,3900,670,6904,1409,18239,2820,14708,4071,9171,1986,6458,2634,5203,3129,6360,3997,5335,3788,4578,3776,4678,5294,5341,6595,4696,7645,4246,12454,3018,11426,1741,6580,1574,5702,823,4190,385,2817,43,493,0,0,0,0,0,0,20201003,경원선녹천,도봉구,도봉구,도봉구
202009,경원선,도봉,366,18,6753,1276,8468,2816,17202,4046,16271,9022,10736,6874,8951,7050,8138,6086,7091,6479,8078,7062,8118,7272,7989,9028,7617,10096,8482,10617,9014,15070,4453,13885,2884,7651,2317,6513,1482,4815,573,2763,68,973,0,0,0,0,0,0,20201003,경원선도봉,도봉구,도봉구,도봉구
202009,경원선,도봉산,284,5,5634,938,8526,2541,20552,4213,19111,6785,11721,9668,9539,13703,9396,10710,10734,11881,13061,9538,14796,9082,17263,8204,18539,7783,16393,7040,13361,8689,8125,7685,4712,4418,3032,3693,1754,3109,572,1892,38,857,0,0,0,0,0,0,20201003,경원선도봉산,도봉구,도봉구,도봉구
202009,경원선,방학,773,7,10452,1521,13236,5126,26955,7974,24659,17157,15210,8754,12393,8427,11075,8674,11374,9354,11641,9439,10836,11263,11223,13668,11461,15855,12500,16646,15583,25518,8291,23233,5782,11946,4512,10787,3145,7312,1083,4512,89,1489,0,0,0,0,0,0,20201003,경원선방학,도봉구,도봉구,도봉구
202009,경원선,서빙고,42,0,867,568,1714,2764,2455,3874,2687,6779,2278,2678,1538,1238,1670,1211,1816,1400,2014,1393,2163,1386,2449,1607,3796,1867,5322,2117,6050,2735,2466,2211,1586,1350,1234,1233,703,923,307,677,59,172,0,0,0,0,0,0,20201003,경원선서빙고,용산구,용산구,용산구
202009,경원선,석계,1112,7,5871,2056,9474,4566,21855,5079,25480,7492,16569,5882,12345,6150,10721,7071,10329,8104,10198,8686,9723,9796,9669,14169,9453,16151,10194,20931,9399,33989,6847,24869,5252,15172,4950,13478,3543,9262,1616,5498,60,968,0,0,0,0,0,0,20201003,경원선석계,노원구,노원구,노원구
202009,경원선,신이문,1473,36,8212,1150,12361,2260,32718,4080,33245,6981,17983,4183,11982,5023,9883,6214,10042,6738,10119,7329,8869,8115,8561,11898,7980,13560,7687,17441,7413,28426,5133,23006,3040,13958,2438,11309,1785,8984,810,5049,39,778,0,0,0,0,0,0,20201003,경원선신이문,동대문구,동대문구,동대문구
202009,경원선,옥수,0,0,0,15,1,69,27,15,44,192,26,20,17,107,9,137,12,48,11,17,22,33,17,28,221,13,261,17,31,31,251,10,24,3,19,6,27,2,13,1,0,0,0,0,0,0,0,0,20201003,경원선옥수,성동구,성동구,성동구
202009,경원선,왕십리,943,6,5153,771,7147,4179,20966,9803,33735,18417,20873,12783,11928,12236,11655,13979,13908,15916,14560,17737,14975,17999,16998,20267,18945,23697,22413,32867,24525,52336,17715,39811,17083,22467,19181,17790,13986,14089,5972,7924,262,3341,0,0,0,0,0,0,20201003,경원선왕십리,성동구,성동구,성동구
202009,경원선,외대앞,560,12,4686,1437,7049,3062,15505,3302,18226,9296,11262,8423,8993,6706,8606,6789,9601,7622,9627,8139,9941,8322,10568,10377,11170,11122,12609,13832,10386,19468,7343,16797,5782,10127,5332,9548,4274,7814,1739,4937,51,932,0,0,0,0,0,0,20201003,경원선외대앞,동대문구,동대문구,동대문구
202009,경원선,월계,750,0,4954,1064,7917,2421,20255,6298,17218,7155,10832,4120,8368,4095,7291,4968,7615,5772,7136,6278,7219,5909,7293,7660,8721,9925,7386,10976,7286,16968,4149,15380,2989,8364,2512,7299,1665,5458,729,3267,36,738,0,0,0,0,0,0,20201003,경원선월계,노원구,노원구,노원구
202009,경원선,응봉,132,0,1118,288,2225,1082,5319,1525,5930,2076,3449,1047,2265,966,1880,1159,1815,1302,2031,1575,1908,1811,2015,2154,2364,2644,2405,3256,2352,4362,1461,4301,1104,2086,886,1644,593,1374,236,746,18,250,0,0,0,0,0,0,20201003,경원선응봉,성동구,성동구,성동구
202009,경원선,이촌,80,3,1143,520,3010,2014,6229,3936,7065,7186,5423,4261,4114,2584,3696,2343,4352,2825,4495,3044,4418,3065,4882,3348,6401,3884,8677,4535,8826,6607,5059,5254,3626,3436,3529,2838,2225,2469,856,1490,61,540,0,0,0,0,0,0,20201003,경원선이촌,용산구,용산구,용산구
202009,경원선,창동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20201003,경원선창동,도봉구,도봉구,도봉구
202009,경원선,청량리,1272,7,6229,925,6941,8501,23232,9919,23708,15484,19751,22076,17725,22644,15864,24786,20499,22353,19327,21825,22912,24714,23990,25917,22842,25693,25065,26847,22695,37407,17754,28665,19236,14580,7892,11841,6508,8402,2244,4649,77,1971,0,0,0,0,0,0,20201003,경원선청량리,동대문구,동대문구,동대문구
202009,경원선,한남,190,3,1915,681,2464,4359,4034,9685,5032,11777,4011,9760,3976,4733,4133,3587,4103,3832,4237,4750,5069,3621,6202,4391,7254,4432,12274,5442,12696,6481,6521,4670,4361,2669,4500,2882,2979,1810,1111,1159,43,441,0,0,0,0,0,0,20201003,경원선한남,용산구,용산구,용산구
202009,경의중앙선,가좌,0,0,2090,260,6421,2711,16225,3179,18523,6934,8367,5540,6243,4010,5532,4200,6033,4332,5465,5489,5243,5514,5355,6122,6396,7437,6287,8945,7058,13962,4350,12191,2975,6512,2566,4730,1894,4080,678,2666,33,447,0,0,0,0,0,0,20201003,경의중앙선가좌,서대문구,서대문구,서대문구
202009,경의중앙선,공덕,7,0,547,87,1741,1436,3746,5942,3780,14622,2630,7576,1991,2426,2357,2350,2665,2139,2773,1992,3004,2631,3154,2371,4153,2734,6908,3588,13803,5016,6040,3754,4422,2040,3982,2068,2554,1425,1097,882,48,272,0,0,0,0,0,0,20201003,경의중앙선공덕,마포구,마포구,마포구
202009,경의중앙선,디지털미디어시티,3,0,800,512,2047,1883,7608,2094,7190,3408,3232,2115,2265,1482,2182,1428,2283,1654,2212,1935,2267,1920,2519,2267,3212,2488,3738,4177,4191,7642,2440,6141,1626,3295,1394,2513,1006,2336,512,1361,33,262,0,0,0,0,0,0,20201003,경의중앙선디지털미디어시티,은평구,은평구,은평구
202009,경의중앙선,서강대,7,1,417,95,1435,1117,2429,2641,3044,5780,2250,4272,1689,2143,1691,2095,2020,1860,1987,2046,2212,2339,2369,2040,3305,2495,4033,2857,5171,3473,2871,2461,2544,1462,2696,1601,2167,1010,969,726,57,171,0,0,0,0,0,0,20201003,경의중앙선서강대,마포구,마포구,마포구
202009,경의중앙선,서울역,0,0,949,6,876,4992,1837,18188,2218,30547,1219,10484,995,4351,1303,3057,1903,3020,2212,3539,2750,2172,2830,2243,5558,1931,14447,4221,21395,3167,9184,2344,5510,2086,2929,750,540,79,1089,813,0,66,0,0,0,0,0,0,20201003,경의중앙선서울역,중구,중구,중구
202009,경의중앙선,수색,1,1,689,337,1563,2237,3396,4228,2882,12816,2222,6845,1636,2701,1754,1777,1774,1652,1836,2482,2020,1734,2406,1999,3319,1974,6509,3160,10201,2410,4492,2477,2488,1507,1879,1021,1310,1023,510,563,5,149,0,0,0,0,0,0,20201003,경의중앙선수색,은평구,은평구,은평구
