0,8115.686814968889,10554.018459675477,11412.989437806691,10401.025723606668,9327.534119475957,9183.633493964058,8908.472051951314,9240.380141043239,8784.669109853985,10291.090647653724
1,12448.921339863105,18415.790564169656,19390.622315796303,16962.82032795523,15313.03013822,15874.355758657048,16334.074904889647,15624.08291984714,14291.422892951794,14790.878837650074
2,10428.704852826806,12763.518597659775,12983.126333949345,11469.468989836501,10039.749713915153,12472.165876567444,10905.078646744778,10490.138570943956,9695.771410077316,10408.777007478928
3,5433.4424498532135,5220.376021113037,5185.364286894703,4940.982083931142,4956.954188198975,5673.3904249049965,4452.746962898242,4757.310944105229,4686.1217102249275,5885.810927875541
4,4041.8456550681194,5448.640397849894,5891.516589061023,5309.761925250213,4664.1579313977545,4630.050924146693,4587.111415080755,4694.754267331437,4409.149804102901,5079.011090711209
5,13790.78460757384,20309.164092528008,21336.963509419584,18674.356331401283,16907.930915593643,17637.191730167877,18046.133963638258,17216.114564405518,15753.140248853932,16270.220036418053
6,9446.612052062585,11853.055281940984,12082.700166541998,10623.779634504353,9244.164348337232,11435.79709257251,10167.645410621177,9727.845150574256,8919.73711745751,9449.163745387394
7,2083.5544251158426,2005.3468427853138,1990.988149852978,1894.8722490966366,1896.880026681309,2181.619827088908,1710.439434928492,1822.6755412723253,1795.090320800559,2250.533182377638
8,21622.09384800929,38206.741047651216,42312.96509569804,35959.587881955726,26461.92313813626,25756.252908599698,31284.645515815697,28143.42162019949,25959.56119779357,27429.307746141007
9,24022.58987851438,45475.293717993234,49331.549624980995,40165.45033446113,28820.316686233782,31407.074257558612,39278.466565458235,35374.3297782144,31840.382613702004,28322.046542883225
10,37670.29321481048,60355.243039838664,61804.03110273516,50463.51024178653,36670.62395064428,44910.36652536615,49380.817399213665,43175.27003715516,40428.937656815106,37465.406831634784
11,15401.164282252186,19356.321474920667,18330.131718774217,16260.638013289596,14738.334893390778,15392.21760281865,15635.715370124824,14243.930713415974,14864.554817703725,17438.491113309363
12,11206.70945952285,20122.454984070242,22332.126093936506,18848.492846313602,13651.84924104338,13472.705670673196,16462.083059330882,14764.781405545667,13475.851622704235,14054.945616859437
13,9586.63434208468,18125.726920735284,19652.646002285437,15997.50873620023,11469.785805429163,12534.936015448977,15653.113558783156,14087.63461534516,12676.060654212475,11256.953349475443
14,21036.481590179243,33567.64193061778,34342.337792206505,28062.182049323732,20435.12850301897,25009.9039099485,27397.595156703766,23950.092786312518,22496.406798807086,20922.729482881918
15,7835.0824352758145,9860.342637394613,9355.572360621058,8289.01263506142,7477.840932012309,7849.174986407712,7955.32156665368,7240.24875473938,7556.287614103469,8835.616077730534
16,13155.5259651465,11462.864377859392,11522.103300878387,11416.27312073405,13562.544861877848,12593.930839090728,11056.309689518837,11455.425931022057,12251.365613360664,16722.156300511546
17,14609.836425293568,12361.185958787508,12875.237254575437,13158.623410929826,16267.822884987036,13769.05023604712,12065.368764219105,13085.538583936523,14155.976165034528,19948.860316189344
18,16607.87808203218,14570.700194322832,15131.194544719288,15297.407485277741,18490.442657060725,15586.689725580656,13998.345411733793,14989.435628344636,16220.338608013799,22340.067662914356
19,4769.93930812775,4319.550251006465,4344.863012154207,4223.656210727491,5024.863872647124,4541.620562788041,4051.701214717803,4152.7806339755925,4441.951131365871,6085.5738024896555
20,13895.780980593734,12079.93612252689,12166.032347018769,12079.736651888148,14366.203880831006,13295.847393067757,11673.840135701876,12125.363529155518,12974.63267627006,17721.126282946254
